Label,Trial_ID,Time,S0,S1,S2,S3,S4
smart_phone,2,2.75,2985244.4,3391680.43,8852690.63,10596351.94,11437540.93
smart_phone,2,2.8,2985348.46,3391995.31,8844621.55,10645953.5,11442819.41
smart_phone,2,2.85,2986151.38,3371324.36,8857118.61,10657670.4,11506153.06
smart_phone,2,2.9,2989011.45,3372007.19,8902572.03,10649657.8,11517989.7
smart_phone,2,2.95,2985440.36,3393850.83,8844220.11,10647937.35,11439910.01
smart_phone,2,3.0,2966980.82,3372065.11,8842827.05,10651655.79,11453097.96
smart_phone,2,3.05,2967110.35,3371794.27,8844200.1,10660880.45,11513553.64
smart_phone,2,3.1,2986508.71,3376144.78,8912517.77,10585951.25,11521073.34
smart_phone,2,3.15,2989921.72,3374183.03,8853689.76,10657665.35,11507176.3
smart_phone,2,3.2,2966887.65,3395462.32,8896344.43,10588330.48,11437492.91
smart_phone,2,3.25,2985339.08,3375696.43,8857249.91,10577912.95,11509635.86
smart_phone,2,3.3,2984541.48,3394851.21,8898275.91,10658739.27,11511751.66
smart_phone,2,3.35,2971300.74,3395044.05,8903279.75,10648993.65,11451296.65
smart_phone,2,3.4,2986882.86,3370438.87,8856468.24,10648485.02,11444218.04
smart_phone,2,3.45,2970983.23,3375665.48,8902588.91,10640929.16,11452274.18
smart_phone,2,3.5,2970336.5,3369848.9,8851304.73,10658821.53,11526968.01
smart_phone,2,3.55,2984155.06,3395027.24,8898489.13,10593745.72,11451336.65
smart_phone,2,3.6,2969636.49,3370517.62,8847957.04,10585120.38,11437894.29
smart_phone,2,3.65,2970576.2,3371437.96,8846644.68,10586825.19,11506818.38
smart_phone,2,3.7,2969259.82,3370039.57,8913378.19,10594447.06,11525425.71
smart_phone,2,3.75,2966665.11,3373606.82,8853195.5,10577574.04,11453985.65
smart_phone,2,3.8,2971042.9,3372794.42,8898437.24,10590740.25,11520913.48
smart_phone,2,3.85,2970704.37,3370477.45,8848044.09,10595748.74,11456508.08
smart_phone,2,3.9,2968643.44,3373208.23,8900936.7,10652002.02,11444822.46
smart_phone,2,3.95,2988486.11,3396165.26,8907452.63,10579833.7,11445445.54
smart_phone,3,4.0,2969162.22,3406536.7,8911726.71,10670669.32,11449630.3
smart_phone,3,4.05,2970439.63,3411690.66,8917988.7,10675179.61,11399638.98
smart_phone,3,4.1,2970684.2,3392137.18,8966358.9,10593928.44,11385155.59
smart_phone,3,4.15,2973525.38,3385628.32,8914243.86,10599845.71,11393217.1
smart_phone,3,4.2,2952395.88,3391916.14,8907281.62,10669963.32,11464285.78
smart_phone,3,4.25,2972855.23,3409597.43,8911768.26,10668498.07,11381013.12
smart_phone,3,4.3,2972091.77,3409414.78,8903298.72,10661055.89,11463450.06
smart_phone,3,4.35,2973278.29,3387984.95,8905626.04,10668167.72,11398015.29
smart_phone,3,4.4,2956809.75,3412739.87,8958429.72,10613149.96,11399779.03
smart_phone,3,4.45,2952390.9,3387473.11,8965469.1,10603132.14,11467486.79
smart_phone,3,4.5,2953608.22,3408658.13,8974141.9,10671564.56,11451688.79
smart_phone,3,4.55,2971491.67,3408489.58,8965645.65,10669101.4,11468761.34
smart_phone,3,4.6,2955525.36,3412755.95,8906790.94,10606452.04,11456389.79
smart_phone,3,4.65,2953701.2,3408884.35,8963587.73,10670095.42,11396609.08
smart_phone,3,4.7,2952691.81,3412225.08,8960170.61,10610641.96,11466539.56
smart_phone,3,4.75,2971713.07,3390058.76,8974691.64,10658811.53,11377884.45
smart_phone,3,4.8,2970225.17,3412146.05,8971264.93,10594770.91,11378186.36
smart_phone,3,4.85,2954117.63,3390115.55,8958661.82,10665853.75,11450722.36
smart_phone,3,4.9,2956871.54,3411805.93,8968197.13,10673732.03,11389743.3
smart_phone,3,4.95,2974140.26,3387566.31,8917556.12,10666632.32,11397670.01
smart_phone,3,5.0,2972534.47,3411528.09,8971090.15,10605087.22,11461613.67
smart_phone,3,5.05,2974029.2,3386110.61,8913758.56,10662606.81,11468388.18
smart_phone,3,5.1,2970120.35,3407500.18,8963847.65,10609419.57,11463171.39
smart_phone,3,5.15,2954377.18,3389409.21,8909077.59,10670170.65,11454420.97
smart_phone,3,5.2,2973038.5,3391361.81,8904207.34,10661678.61,11393888.08
smart_phone,3,5.25,2974098.42,3389236.02,8970478.92,10605114.4,11386490.0
smart_phone,3,5.3,2974033.05,3389900.14,8971897.26,10596267.67,11383976.56
smart_phone,3,5.35,2952284.74,3391736.59,8972047.18,10673801.39,11392417.14
smart_phone,3,5.4,2954379.83,3387131.62,8960687.29,10613033.62,11451381.7
smart_phone,3,5.45,2972535.69,3386272.35,8914251.69,10662165.53,11382517.08
smart_phone,3,5.5,2952275.57,3406093.16,8962351.24,10668949.49,11398477.99
smart_phone,3,5.55,2953508.87,3387845.75,8917987.33,10603137.14,11454507.35
smart_phone,3,5.6,2954432.98,3385646.75,8960701.68,10669197.45,11458499.36
smart_phone,3,5.65,2953046.0,3391214.8,8904531.37,10605693.13,11447211.56
smart_phone,3,5.7,2954656.61,3390418.52,8960042.52,10599717.46,11447524.6
smart_phone,3,5.75,2969940.39,3390859.13,8958988.11,10603663.05,11446419.11
smart_phone,3,5.8,2951304.6,3409740.58,8905632.31,10609679.54,11391144.61
smart_phone,3,5.85,2953887.41,3407698.67,8910821.9,10602200.13,11466445.06
smart_phone,3,5.9,2953353.48,3406740.63,8904392.91,10601337.05,11391182.27
smart_phone,3,5.95,2952870.6,3411526.43,8958276.25,10602510.15,11394993.48
smart_phone,4,6.0,2968305.55,3370539.72,8917215.99,10731315.92,11452058.45
smart_phone,4,6.05,2953500.68,3374576.06,8921897.68,10728264.12,11369414.61
smart_phone,4,6.1,2969016.85,3390363.07,8912140.73,10718129.93,11379668.01
smart_phone,4,6.15,2971937.17,3393467.84,8964747.24,10725394.17,11432638.91
smart_phone,4,6.2,2952515.11,3388467.51,8971936.69,10659540.32,11382405.33
smart_phone,4,6.25,2952003.66,3368788.0,8916813.99,10721681.85,11382407.11
smart_phone,4,6.3,2967786.59,3369071.45,8968905.3,10716723.52,11435323.13
smart_phone,4,6.35,2950180.94,3372890.07,8975631.28,10666960.39,11372697.74
smart_phone,4,6.4,2966926.48,3393565.9,8920245.83,10664316.59,11373052.23
smart_phone,4,6.45,2952682.53,3369502.52,8916995.26,10729389.01,11445576.84
smart_phone,4,6.5,2953921.78,3391281.03,8974745.04,10652643.27,11434121.91
smart_phone,4,6.55,2968469.41,3369185.03,8968656.19,10714435.1,11372073.37
smart_phone,4,6.6,2950366.17,3368489.91,8977888.66,10651335.35,11438399.97
smart_phone,4,6.65,2954642.46,3393696.5,8916282.87,10660563.95,11376978.91
smart_phone,4,6.7,2967297.19,3369616.6,8923964.47,10667456.9,11364870.64
smart_phone,4,6.75,2949446.83,3368387.4,8965568.01,10648821.74,11435785.93
smart_phone,4,6.8,2950925.88,3388408.26,8916974.59,10712845.8,11451301.48
smart_phone,4,6.85,2971975.7,3394897.77,8966626.19,10664318.74,11451683.92
smart_phone,4,6.9,2971864.09,3391190.03,8925287.85,10716839.76,11382484.23
smart_phone,4,6.95,2968456.35,3368136.02,8918981.82,10714513.19,11445712.69
smart_phone,4,7.0,2954458.23,3392233.5,8914835.61,10648470.49,11440986.83
smart_phone,4,7.05,2969348.08,3372000.01,8976412.95,10719713.07,11448635.75
smart_phone,4,7.1,2972488.67,3370812.24,8976840.84,10713990.31,11363844.41
smart_phone,4,7.15,2948912.4,3394873.61,8912466.16,10653499.51,11370366.41
smart_phone,4,7.2,2968347.01,3372771.98,8969347.67,10666813.28,11361689.25
smart_phone,4,7.25,2954637.05,3372729.62,8916300.5,10714586.11,11361460.62
smart_phone,4,7.3,2952891.0,3392716.85,8916218.62,10714746.92,11432826.04
smart_phone,4,7.35,2953915.76,3390141.13,8923815.02,10657192.6,11364654.19
smart_phone,4,7.4,2953920.55,3390148.39,8909207.64,10728794.9,11362900.67
smart_phone,4,7.45,2971020.39,3370662.87,8924646.42,10716373.58,11446611.06
smart_phone,4,7.5,2971745.45,3371883.95,8977353.73,10730541.66,11378427.0
smart_phone,4,7.55,2954094.16,3389393.44,8914143.47,10668349.08,11361974.91
smart_phone,4,7.6,2951089.86,3373783.65,8907522.25,10712060.63,11446487.0
smart_phone,4,7.65,2949136.86,3394935.79,8964842.79,10660224.1,11362332.34
smart_phone,4,7.7,2967342.0,3374142.28,8912727.46,10720669.17,11372438.21
smart_phone,4,7.75,2954461.27,3391920.73,8923532.58,10718476.51,11431294.22
smart_phone,4,7.8,2971254.4,3394685.51,8921427.7,10718826.19,11362116.55
smart_phone,4,7.85,2952230.53,3371827.13,8962221.67,10727196.33,11451387.56
smart_phone,4,7.9,2967865.82,3368044.9,8971070.49,10661090.77,11377052.96
smart_phone,4,7.95,2972109.12,3393226.42,8969106.63,10720657.01,11363916.68
smart_phone,5,8.0,2988742.8,3367412.25,8917837.57,10647762.35,11402562.8
smart_phone,5,8.05,2986156.7,3366211.49,8907389.92,10597320.41,11393873.87
smart_phone,5,8.1,2967999.79,3365522.27,8965283.28,10641579.36,11452685.77
smart_phone,5,8.15,2988007.44,3390037.43,8908667.86,10579343.38,11400527.65
smart_phone,5,8.2,2971484.68,3392220.87,8915230.5,10580297.79,11383902.17
smart_phone,5,8.25,2968958.44,3391598.37,8907220.0,10646414.73,11459326.65
smart_phone,5,8.3,2988259.73,3367604.69,8962267.35,10644992.62,11380669.01
smart_phone,5,8.35,2988377.66,3368725.53,8964064.45,10580113.94,11401375.23
smart_phone,5,8.4,2968081.13,3388285.16,8906556.03,10660875.53,11382351.11
smart_phone,5,8.45,2989001.63,3391390.13,8963313.99,10590864.48,11380361.96
smart_phone,5,8.5,2984966.23,3389429.88,8965786.5,10580406.68,11453431.85
smart_phone,5,8.55,2969590.55,3368052.08,8963910.21,10588577.09,11462013.46
smart_phone,5,8.6,2985661.44,3366773.39,8971785.44,10581035.28,11453119.9
smart_phone,5,8.65,2965897.67,3366585.7,8910251.26,10654767.65,11471065.28
smart_phone,5,8.7,2988181.57,3370303.15,8969681.23,10641771.03,11460213.04
smart_phone,5,8.75,2989320.41,3372032.7,8912748.68,10642687.78,11402315.3
